sex,birth,education,family,job,rich,religion,voting,politics,x,y,location,lang
m,1984,1,2,8,4,8,11,3,-0.23,0.2,0,u
m,1990,1,2,7,5,8,6,1,-0.08,-0.73,0,u
m,1991,1,1,7,4,8,6,2,-0.08,-0.28,0,u
f,1974,1,1,12,4,8,11,2,0.08,-0.68,0,u
m,1981,1,2,8,4,8,11,2,0.35,-0.53,,u
f,1961,5,1,1,3,8,6,1,-0.03,-0.55,,u
m,1975,1,2,10,5,8,11,1,0.1,-0.53,32,u
f,1988,1,2,16,1,1,2,2,0.05,-0.25,68,u
f,,3,1,8,2,8,11,2,-0.43,-0.48,32,u
m,1986,1,2,6,3,8,2,3,-0.3,-0.23,32,u
m,1992,3,2,6,6,8,2,3,0.35,-0.43,32,u
m,1989,1,2,6,5,1,2,1,0.13,-0.3,32,u
f,1995,3,2,9,1,1,11,1,-0.28,-0.65,43,u
,1991,3,2,9,1,8,11,1,-0.55,-0.83,,u
f,1989,1,2,1,5,8,11,1,-0.05,-0.4,32,u
f,1977,1,4,7,4,1,10,1,-0.33,-0.18,14,u
m,1977,1,1,14,5,1,2,1,-0.13,-0.28,,u
f,1987,1,1,6,5,2,11,1,-0.05,-0.38,0,u
m,1983,3,2,7,5,1,11,1,0.13,-0.35,0,u
m,1970,1,1,1,6,9,11,2,-0.1,-0.55,,u
m,1984,5,2,10,6,8,6,1,0.1,-0.6,0,u
m,,3,1,8,,,,1,-0.23,-0.58,43,u
m,1990,3,1,2,6,8,6,1,0.15,-0.73,,u
m,1982,1,1,6,3,8,6,3,-0.18,-0.43,0,u
m,1974,1,1,11,4,8,6,1,0.18,-0.25,0,u
m,1978,1,1,4,3,8,11,1,0.05,-0.7,,u
m,1990,1,3,14,6,8,1,1,-0.13,-0.53,0,u
m,1986,1,2,14,5,1,1,2,0.35,-0.58,,u
m,,2,2,10,,8,,3,-0.15,-0.53,0,u
m,1983,5,2,6,4,8,5,2,0.48,-0.7,0,u
m,1989,3,4,6,6,8,11,2,-0.05,-0.68,,u
m,1970,1,2,6,,8,,,0.13,-0.65,,u
m,1967,1,1,14,5,1,11,1,0.03,-0.28,,u
m,1989,1,2,4,2,8,10,3,0.1,-0.18,12,u
m,1976,3,1,2,3,8,11,3,-0.2,-0.13,12,u
f,1971,1,2,13,5,8,2,1,0.03,-0.45,,u
m,1967,1,1,4,,8,11,3,-0.25,-0.3,,u
m,1983,1,3,2,6,8,11,3,0.05,-0.43,0,u
m,1981,3,1,6,6,8,11,3,0.2,-0.7,0,u
f,1978,1,2,11,4,8,6,2,-0.13,-0.7,0,u
m,1988,1,2,14,7,8,6,3,0,-0.83,0,u
m,,1,2,5,7,8,11,2,0.08,-0.73,0,u
m,1982,1,2,16,7,1,11,2,-0.35,-0.53,,u
f,1959,1,1,5,2,8,11,1,-0.08,-0.28,,u
m,,2,2,3,4,2,11,3,-0.05,-0.7,,u
m,1983,3,3,6,7,8,6,1,0.25,-0.63,32,u
m,1994,3,2,9,,1,11,2,0.38,-0.08,23,u
m,1964,1,1,4,7,8,6,1,0.23,-0.13,0,u
m,1987,2,2,6,6,1,11,1,0,-0.43,0,u
m,,1,2,7,4,1,1,1,0.05,-0.48,,u
f,,1,3,16,4,5,,,-0.2,-0.73,0,u
m,1992,1,2,6,4,8,11,3,-0.33,-0.1,51,u
m,1989,1,2,6,5,8,11,3,0.05,-0.73,46,u
f,,3,2,9,,2,2,1,-0.15,-0.33,46,u
m,1995,3,2,9,1,8,5,2,-0.23,-0.13,53,u
f,1986,1,1,13,2,8,2,1,-0.25,-0.25,32,u
f,1986,1,2,15,5,1,11,1,-0.03,-0.55,32,u
f,1976,1,1,1,,8,2,1,-0.13,-0.23,,u
m,,5,1,4,2,1,1,1,0.2,-0.48,,u
m,1983,5,2,13,1,3,2,1,-0.33,-0.23,23,u
m,1988,3,2,6,7,8,11,3,0.38,-0.38,23,u
m,,3,2,6,3,8,1,3,-0.05,-0.45,,u
m,1970,1,1,4,3,8,2,3,-0.15,-0.33,,u
f,1986,1,2,3,4,8,11,2,-0.28,-0.8,0,u
m,1986,1,2,6,7,8,10,1,0.33,-0.58,0,u
m,,1,1,4,6,1,11,1,-0.4,0.2,51,u
f,1994,3,2,14,2,1,11,4,-0.4,-0.28,,u
f,,1,1,12,3,1,2,1,-0.28,-0.6,32,u
f,1966,3,4,16,1,1,11,1,-0.7,-0.18,14,u
f,1993,1,2,9,2,1,10,1,0.05,-0.4,35,u
m,,1,1,8,2,1,1,3,0.23,-0.58,35,u
f,1990,1,2,3,3,1,5,3,-0.13,-0.35,63,u
f,1970,1,1,7,3,1,2,1,0,-0.4,,u
f,1994,1,2,9,3,1,10,1,-0.25,-0.25,32,u
m,1989,1,2,3,2,8,10,1,-0.03,-0.48,46,u
m,1982,1,1,7,5,8,2,1,-0.15,-0.6,63,u
m,1989,1,2,7,6,8,2,2,0.48,-0.6,12,u
m,1976,1,1,11,5,8,11,1,-0.28,-0.58,0,u
m,1985,,,5,,,,,-0.18,0.03,32,u
m,1973,1,1,14,6,8,1,1,-0.03,-0.05,51,u
f,1991,1,2,2,1,8,1,2,-0.35,-0.73,,u
m,,1,1,4,2,1,2,3,-0.2,0.1,,u
m,1975,1,1,6,5,1,10,2,0.23,-0.28,68,u
f,1985,1,1,6,4,1,11,3,-0.33,-0.73,0,u
m,1974,1,1,14,5,1,1,2,0.15,-0.28,63,u
m,1988,1,2,13,3,8,10,1,0.13,-0.3,32,u
m,1962,1,1,4,3,8,1,1,-0.08,-0.48,,u
m,1975,1,1,10,4,1,2,1,-0.2,-0.25,32,u
m,1968,1,1,11,4,9,2,1,0.05,-0.35,,u
m,1984,1,1,16,2,3,11,1,-0.6,-0.73,51,u
f,1990,1,2,6,4,1,2,3,-0.08,-0.08,,u
m,,3,1,8,,8,11,3,0.55,-0.75,,u
f,1969,3,1,1,2,1,1,3,-0.4,-0.13,,u
m,1969,1,1,16,4,1,10,1,-0.05,-0.45,32,u
m,1989,1,2,6,7,1,11,2,-0.05,-0.1,,u
m,1981,1,1,7,4,2,10,2,0.18,-0.38,,u
m,1975,1,2,10,2,4,8,3,0.08,-0.05,32,u
m,1966,1,1,16,2,6,2,1,-0.03,-0.48,,u
f,,1,2,16,4,1,11,2,0,-0.15,32,u
f,1981,1,2,7,4,8,10,2,-0.03,-0.58,32,u
f,,1,2,7,4,8,10,2,-0.15,-0.53,32,u
f,1970,1,3,10,3,8,8,2,-0.25,-0.73,32,u
f,1970,2,2,10,3,8,8,1,-0.53,-0.65,32,u
m,,1,1,14,3,1,1,1,-0.3,0.43,,u
f,1984,1,2,3,1,1,2,2,-0.03,-0.38,,u
f,1989,1,2,8,4,1,1,3,-0.33,-0.3,32,u
m,1983,1,1,3,1,1,1,1,-0.45,-0.03,46,u
m,1977,1,1,8,5,8,5,3,0.05,-0.58,18,u
f,1985,1,2,3,2,1,10,2,0.05,-0.15,,u
m,1987,1,1,4,6,3,1,1,0.08,-0.15,,u
f,1987,1,2,10,3,8,11,4,-0.23,-0.68,0,u
f,1983,3,3,16,3,1,6,2,-0.4,-0.18,,u
m,1974,1,1,13,3,1,2,2,0.03,-0.18,18,u
m,1986,1,2,14,3,1,10,1,-0.18,-0.15,51,u
f,1960,1,4,11,4,1,1,1,-0.33,-0.35,,u
m,1978,5,4,6,5,8,11,4,0,-0.13,,u
m,1987,2,2,10,4,8,6,2,-0.08,-0.8,0,u
m,,1,1,8,5,4,2,3,0.1,-0.3,32,u
f,1984,1,1,12,7,1,10,2,0.05,-0.2,32,u
m,1983,1,4,4,,1,6,1,-0.2,-0.25,32,u
m,1984,1,2,4,3,8,10,1,0.15,-0.2,32,u
m,1974,1,1,14,5,2,1,1,0.08,-0.05,46,u
m,,1,2,16,1,2,2,1,0.05,-0.4,46,u
f,1973,1,1,5,4,8,2,1,-0.15,-0.33,,u
f,1963,1,1,7,7,1,1,2,0.33,-0.25,,u
f,1986,1,1,6,4,1,11,1,-0.25,-0.45,,u
f,1974,5,1,16,4,8,11,1,-0.45,-0.3,32,u
m,1986,3,1,7,7,8,1,1,0.13,-0.63,32,u
m,1980,1,2,7,7,8,10,2,0.18,-0.73,14,u
m,1986,3,2,6,3,8,2,1,0.3,-0.4,32,u
m,,1,1,7,6,8,6,1,-0.05,-0.6,,u
m,1988,1,1,7,5,8,2,1,0.43,-0.5,,u
m,1989,1,1,6,3,1,3,1,0.05,-0.23,32,u
f,1983,1,1,7,4,8,2,1,-0.33,-0.63,,u
m,1976,6,1,7,6,8,2,1,0.23,-0.65,0,u
f,,6,2,5,,,,,-0.23,-0.03,,u
m,1979,1,1,14,2,1,11,1,0.03,-0.15,,u
f,1975,1,3,3,1,1,6,2,-0.43,-0.03,46,u
f,1985,1,1,1,6,1,1,3,-0.23,-0.43,,u
m,1972,1,4,3,5,1,11,3,-0.13,-0.55,32,u
m,1988,1,2,6,5,1,11,3,0.1,-0.5,,u
m,1976,1,1,6,4,1,1,1,-0.45,-0.2,32,u
m,1993,1,2,14,3,8,2,3,-0.28,-0.73,32,u
m,1988,3,2,6,5,8,5,2,0.13,-0.4,23,u
m,,1,2,7,4,1,2,1,-0.2,-0.33,32,u
m,,1,2,3,,4,6,1,0.15,-0.35,,u
m,1966,1,1,14,4,1,11,1,-0.33,-0.08,0,u
m,,1,1,5,7,8,1,1,0.33,-0.55,,u
f,,1,4,5,3,1,11,2,-0.13,-0.18,,u
m,1991,1,2,3,2,2,1,2,0.03,0.2,32,u
m,1958,2,1,3,3,1,6,1,-0.18,-0.1,,u
f,1986,1,4,6,,,,,0.03,-0.03,,u
m,1991,1,2,5,6,8,11,3,0.15,-0.4,,u
f,1991,1,2,3,5,1,11,2,0.18,-0.78,32,u
f,1988,1,2,3,2,8,11,3,0,0,12,u
m,1990,1,2,3,3,1,11,2,0.08,-0.18,32,u
m,1985,1,1,3,4,8,11,2,-0.38,0,32,u
f,1992,1,2,3,4,1,2,,0,-0.33,32,u
m,,1,1,5,,,,,-0.28,-0.23,77,u
m,1985,1,1,4,3,1,4,2,-0.05,-0.13,32,u
f,1991,1,2,3,4,1,2,1,-0.23,-0.35,,u
f,1983,1,3,11,3,1,11,3,-0.23,-0.53,0,u
f,,1,1,16,4,9,10,2,0.3,-0.4,32,u
f,1992,1,2,6,4,8,2,1,0.13,-0.6,32,u
f,1980,1,1,7,3,1,6,3,-0.1,-0.13,32,u
f,1983,1,1,13,1,2,10,3,-0.33,-0.03,,u
m,1985,1,1,6,7,8,2,2,0.13,-0.78,12,u
m,1979,1,2,4,4,1,11,1,-0.5,-0.48,0,u
f,1978,1,3,4,2,1,11,1,-0.05,-0.33,51,u
m,,1,1,2,1,1,2,3,-0.45,0.38,,u
f,1965,1,1,4,4,1,1,3,0.13,-0.23,32,u
f,1968,6,3,16,3,9,11,1,0.13,-0.2,12,u
m,1986,1,4,16,5,8,11,1,0.23,-0.75,32,u
f,1987,1,2,6,3,1,2,1,-0.05,-0.5,32,u
m,,2,4,3,2,8,11,1,0.65,-0.65,0,u
m,,2,2,10,1,2,10,2,-0.25,-0.13,46,u
f,1987,1,1,3,3,2,2,2,-0.08,-0.4,32,u
m,1985,1,3,11,6,4,11,1,-0.1,-0.08,51,u
m,1979,1,1,6,2,8,10,3,-0.05,-0.15,5,u
m,1977,1,1,16,7,8,1,1,-0.23,-0.35,32,u
m,1969,1,2,3,2,1,1,1,0.15,-0.43,53,u
m,1987,1,2,8,4,8,11,3,0.68,-0.58,46,u
m,1986,1,2,2,6,1,11,3,0.03,-0.28,32,u
f,1991,1,4,14,4,1,1,1,-0.18,0.25,32,u
f,1986,1,1,3,2,1,11,1,-0.08,-0.6,74,u
m,1982,1,1,2,6,8,11,1,-0.38,-0.1,74,u
f,1980,1,3,5,2,8,6,3,-0.23,-0.33,,u
m,1987,1,1,3,2,8,11,1,0.15,0.2,74,u
m,1978,3,1,15,2,1,10,1,-0.08,-0.43,74,u
m,1979,1,1,16,3,8,2,1,-0.2,-0.23,74,u
m,1978,1,1,7,5,1,6,1,-0.28,-0.28,,u
m,1993,1,2,9,7,8,2,1,0.43,-1,0,u
f,,1,3,10,1,1,1,1,-0.13,-0.1,63,u
m,1986,1,1,15,1,1,6,3,-0.3,-0.4,63,u
m,1979,1,1,6,7,1,1,1,0.18,-0.58,63,u
f,1987,1,2,16,5,8,11,3,0.13,-0.58,32,u
m,1986,1,2,10,3,2,1,1,0.13,-0.65,32,u
m,1981,1,3,3,3,9,2,2,0.03,-0.35,32,u
m,1985,1,2,6,4,1,1,2,0.25,-0.2,32,u
m,1975,1,1,16,,8,,1,0.35,-0.13,,u
f,1967,1,1,12,3,8,2,1,-0.03,-0.48,32,u
f,1973,3,1,4,2,1,11,4,-0.08,-0.28,12,u
,,,,5,,,,,0.2,-0.33,77,u
f,1987,1,1,6,4,8,10,3,-0.25,-0.53,32,u
m,1987,1,2,6,5,8,11,1,0.33,-0.2,32,u
f,1975,1,2,16,3,8,2,3,-0.33,0.1,32,u
m,1993,1,2,3,3,8,2,2,0.13,-0.7,32,u
m,1957,1,1,16,7,5,1,2,0.25,-0.53,,u
f,,1,2,5,4,8,,4,-0.08,-0.58,12,u
m,1982,,,5,,,,,-0.05,0.05,18,u
m,1989,1,1,6,7,8,11,1,0.45,-0.43,0,u
m,1988,1,1,6,6,8,11,1,-0.05,-0.35,0,u
f,1989,1,1,12,4,8,11,1,-0.6,-0.25,0,u
m,1989,1,1,4,3,1,11,3,0,-0.08,,u
m,,3,3,5,1,1,11,1,-0.3,-0.2,,u
m,1973,1,1,7,6,1,1,1,-0.03,-0.35,,u
m,1966,1,4,6,1,8,1,3,0.25,-0.85,14,u
m,1977,3,1,8,3,1,1,3,-0.05,0.1,,u
f,1961,3,4,16,2,1,2,1,-0.03,-0.05,32,u
m,1990,1,2,7,5,9,11,3,-0.1,-0.58,0,u
m,1985,3,1,11,5,8,10,1,0.7,-0.5,32,u
f,1990,1,2,2,3,1,11,2,0.03,-0.28,32,u
m,1983,1,2,2,5,8,11,3,-0.33,-0.53,32,u
m,1993,1,2,3,3,8,11,2,-0.3,-0.38,32,u
m,1991,1,1,6,6,4,10,1,0.1,-0.43,32,u
f,1993,1,2,14,3,1,1,1,-0.7,-0.08,32,u
m,1969,1,1,7,7,8,10,2,0.35,-0.33,32,u
m,1979,1,1,6,6,1,6,3,-0.05,-0.08,,u
f,1962,1,1,7,2,1,1,1,-0.1,-0.13,59,u
m,1980,1,1,11,4,8,2,2,0.28,-0.7,,u
f,1996,3,2,9,1,1,4,1,-0.28,0.18,59,u
m,1989,1,2,8,7,8,11,1,0.03,-0.48,,u
m,1992,3,2,6,1,4,10,1,-0.13,0.18,21,u
m,1974,1,1,7,4,8,2,2,0.28,-0.33,21,u
f,1990,1,4,6,3,8,11,1,0.1,-0.53,,u
m,1976,2,2,5,4,8,10,2,0.1,-0.73,32,u
f,1979,2,1,3,5,1,3,3,0.1,-0.48,32,u
f,1974,2,1,3,2,2,10,3,-0.58,-0.68,,u
m,1997,3,2,9,1,8,11,1,0.3,-0.83,32,u
m,1974,1,1,7,7,1,2,2,0.28,-0.35,,u
m,1981,1,1,6,6,8,11,2,-0.05,-0.5,12,u
f,1996,3,4,13,,8,11,3,-0.2,-0.28,14,u
m,1992,1,2,9,1,1,11,2,0.1,-0.5,0,u
m,1991,1,1,9,6,8,11,1,0.23,-0.58,,u
f,1988,1,2,9,4,8,10,1,-0.43,-0.7,32,u
f,1978,1,2,10,7,8,11,3,0.05,-0.43,,u
f,1974,1,4,16,6,9,6,1,-0.3,-0.53,,u
m,1978,1,1,5,,,,,-0.18,-0.33,,u
m,1998,3,4,9,1,2,11,3,0.38,-0.5,0,u
f,1991,1,2,16,1,1,3,3,-0.15,-0.5,56,u
m,1983,1,1,6,4,1,10,3,0.13,-0.05,32,u
m,1989,3,1,14,5,8,2,1,0.18,-0.58,14,u
m,1991,1,2,6,2,8,1,1,-0.03,-0.15,14,u
m,1989,1,2,2,5,8,6,3,-0.25,-0.78,32,u
m,1990,1,1,2,5,1,10,1,0.1,0.08,21,u
m,1984,3,1,6,7,9,2,1,0.33,-0.4,46,u
f,1993,1,2,3,1,1,11,4,-0.18,-0.18,,u
m,1982,5,1,1,1,,10,2,-0.38,-0.05,,u
m,1983,1,1,14,3,7,6,2,0.25,0.38,46,u
m,1997,1,2,9,1,1,11,4,0.03,-0.63,32,u
m,1993,1,2,10,,8,5,1,-0.23,-0.53,0,u
,,5,1,6,1,8,2,2,0.35,-0.83,0,u
m,1979,3,1,8,6,7,11,1,-0.13,-0.1,0,u
m,1984,1,1,6,7,8,2,1,-0.23,-0.25,46,u
f,1973,1,1,7,6,9,2,1,0.38,-0.75,46,u
m,1963,1,1,6,6,2,2,1,0.05,-0.2,46,u
f,1996,3,2,9,2,1,11,1,-0.28,-0.38,23,u
m,,3,1,6,2,8,5,2,0.03,-0.15,53,u
f,,1,1,2,2,1,11,1,-0.58,-0.5,53,u
f,1960,5,1,12,1,1,11,2,-0.38,-0.2,14,u
m,1990,2,1,10,3,8,11,1,-0.73,-0.6,32,u
f,1992,1,1,6,4,8,2,3,-0.05,-0.63,32,u
m,,1,1,7,5,8,11,1,-0.05,-0.4,32,u
m,1971,1,1,7,5,4,3,3,0,0.33,32,u
f,1987,1,3,3,3,8,10,3,-0.03,-0.65,32,u
m,,1,1,6,,9,2,2,0.1,-0.38,12,u
m,1989,1,2,6,5,1,3,1,-0.15,-0.35,12,u
m,,1,1,3,5,1,11,1,-0.13,-0.33,0,u
m,1984,1,1,7,5,1,11,3,0.28,0.03,,u
f,1986,1,1,2,1,8,6,4,0.08,-0.5,32,u
m,1978,2,2,10,1,8,6,3,-0.33,-0.28,32,u
m,1993,1,2,2,2,1,2,2,-0.2,0.15,32,u
f,1981,2,1,6,5,6,6,3,0.05,-0.48,,u
f,1994,1,2,10,2,8,1,3,0.3,-0.5,32,u
m,1986,1,2,6,2,1,10,1,-0.15,-0.53,32,u
m,,1,1,11,6,8,11,4,-0.08,-0.35,32,u
m,,1,2,2,3,4,11,3,0.05,-0.15,46,u
m,1987,1,4,2,3,8,5,1,-0.03,-0.68,,u
m,1979,1,2,2,6,1,10,2,0,-0.28,46,u
f,1992,1,2,6,2,8,2,2,0,-0.63,46,u
f,1993,1,4,3,1,8,11,3,-0.2,-0.43,46,u
m,1993,1,2,7,2,1,10,1,-0.13,-0.1,46,u
f,1974,2,3,3,2,1,1,3,-0.3,-0.48,,u
m,1975,1,1,16,2,8,11,1,-0.38,-0.08,,u
m,,1,1,16,5,2,3,2,-0.1,-0.3,32,u
m,,6,3,6,3,8,11,2,-0.05,-0.73,32,u
m,1996,3,2,9,1,8,1,1,-0.28,-0.35,63,u
m,,3,1,6,6,3,11,3,-0.43,-0.08,14,u
f,1990,1,2,3,1,1,10,2,-0.15,-0.28,74,u
m,1995,3,2,9,1,9,2,1,-0.28,-0.18,74,u
m,1987,1,2,7,7,1,2,1,-0.1,-0.68,32,u
m,1964,1,1,11,7,1,2,2,0.28,0.08,,u
m,1969,1,1,8,2,1,2,1,-0.15,-0.15,77,u
m,,1,1,5,,,,,-0.08,-0.23,,u
m,1967,5,1,13,1,8,11,1,-0.63,-0.18,32,u
f,1979,1,3,11,6,1,1,3,-0.43,0.18,,u
m,1965,2,1,11,6,8,2,1,0.08,-0.33,,u
m,1972,2,1,11,5,8,10,1,-0.13,-0.4,32,u
m,1985,1,2,6,7,8,2,1,0.2,-0.15,32,u
m,1966,1,1,1,,1,11,1,0.1,-0.23,,u
m,1997,3,2,9,1,1,11,1,-0.15,0.05,14,u
f,1993,1,1,3,1,1,1,3,0.05,-0.88,63,u
m,1995,3,2,9,1,1,2,2,0.23,-0.38,53,u
f,1992,1,2,10,1,8,2,3,0.28,-0.6,63,u
f,1974,1,3,3,2,9,2,1,0.05,-0.53,56,u
f,1984,1,1,6,2,1,6,3,-0.05,-0.55,56,u
m,1993,3,2,16,2,9,2,1,-0.05,-0.33,,u
m,1970,1,1,5,5,1,11,2,-0.53,-0.08,,u
f,1988,2,2,7,2,1,11,3,-0.33,-0.55,0,u
m,1964,1,1,16,2,8,1,1,0.03,-0.48,14,u
f,1972,3,2,16,1,8,1,1,-0.33,-0.18,14,u
m,1986,1,2,4,2,8,10,1,-0.08,-0.33,14,u
m,1951,2,1,5,4,1,1,2,-0.25,-0.13,,u
m,1979,1,1,1,4,8,1,2,-0.28,0,32,u
f,1975,1,1,8,1,1,10,2,-0.03,-0.5,53,u
m,1994,3,2,9,,8,2,2,-0.05,-0.7,63,u
m,1993,3,2,9,1,8,2,2,0.2,-0.9,9,u
f,1996,6,2,9,1,1,1,3,-0.5,-0.18,63,u
m,1985,5,1,8,1,8,10,1,0.73,-0.45,,u
f,1960,2,3,3,1,1,11,3,-0.15,-0.2,65,u
f,1959,1,1,5,1,8,1,2,-0.1,-0.15,,u
f,,1,1,12,1,8,11,3,-0.3,-0.45,,u
m,1983,1,1,11,7,1,11,1,-0.18,-0.28,,u
m,1986,1,2,6,2,1,1,1,0.25,-0.58,7,u
f,1970,2,4,1,1,1,2,1,0.28,-0.45,63,u
f,1984,1,4,3,3,8,,1,-0.08,-0.7,32,u
f,1966,1,1,13,1,1,2,2,-0.4,-0.23,32,u
f,1996,3,2,8,1,9,11,3,-0.33,0.03,32,u
m,1991,1,2,6,6,5,2,1,0.33,-0.65,32,u
f,,1,2,7,3,1,3,3,-0.03,-0.03,,u
m,1980,1,1,4,2,3,2,1,-0.05,-0.48,,u
m,1981,1,1,3,3,1,1,3,-0.3,-0.9,,u
m,1978,2,2,16,2,8,1,3,-0.68,-0.58,46,u
m,1987,1,2,7,4,8,2,3,-0.1,-0.35,32,u
f,1988,1,2,7,3,1,1,1,-0.3,-0.28,32,u
m,1981,1,1,6,7,1,2,1,-0.08,-0.4,,u
m,1982,3,1,16,2,8,8,1,-0.28,-0.28,77,u
m,1987,1,2,8,3,1,10,1,-0.03,-0.3,32,u
f,1990,1,2,3,1,1,,3,-0.13,-0.2,,u
m,1981,1,1,6,1,1,2,1,-0.25,0,,u
f,1991,1,1,15,1,1,1,3,-0.43,0.33,71,u
m,1981,1,1,6,,8,6,1,0.1,-0.65,0,u
m,1983,1,1,6,6,8,6,1,-0.03,-0.38,,u
m,1977,1,3,6,3,8,11,1,-0.08,-0.38,32,u
m,1971,2,1,6,7,1,1,1,0.08,-0.18,,u
m,,5,1,16,2,1,6,3,-0.2,0.05,,u
m,,1,1,5,5,1,11,1,-0.13,-0.05,7,u
m,1993,1,2,6,1,8,1,1,-0.15,-0.28,,u
m,1962,1,1,3,2,8,1,1,-0.08,-0.55,0,u
f,1983,1,2,7,5,1,6,3,-0.48,-0.28,,u
m,1985,1,1,6,7,8,1,1,-0.1,-0.25,32,u
m,1985,1,2,16,5,9,1,1,-0.38,-0.7,32,u
m,1969,1,3,6,3,1,6,1,0.03,-0.2,32,u
f,,1,1,13,,,2,1,0,0.03,,u
m,1983,1,2,14,4,1,1,1,0.15,-0.03,32,u
f,1988,1,1,3,2,1,1,2,-0.15,-0.4,14,u
m,1974,1,1,11,6,8,2,2,0.43,-0.4,14,u
f,1979,1,1,6,3,8,11,3,-0.08,-0.33,14,u
f,1978,1,1,12,5,8,1,1,0.35,-0.65,,u
m,,1,2,5,,8,,1,-0.3,-0.5,,u
f,,1,2,8,3,1,2,2,-0.25,-0.03,,u
m,1992,1,2,7,3,1,8,2,0.03,-0.43,32,u
m,1989,1,2,6,6,8,10,2,0.13,-0.13,32,u
m,1966,1,1,6,7,8,11,3,0.23,-0.55,0,u
m,1988,1,1,6,5,8,11,3,-0.5,-0.55,,u
f,1993,1,2,6,4,1,2,3,-0.05,-0.63,63,u
f,1992,1,1,16,2,1,2,3,-0.38,-0.05,,u
f,1961,1,1,13,1,1,11,3,-0.25,0.23,,u
m,1980,2,1,6,6,8,1,1,0.03,-0.63,,u
m,1976,1,3,3,3,1,1,1,0.23,-0.23,7,u
f,1986,1,1,16,2,8,2,2,0.13,-0.33,7,u
m,,1,1,7,5,1,2,1,0.03,-0.08,32,u
m,,1,3,6,3,8,11,1,-0.05,-0.23,,u
f,1973,1,1,7,4,1,10,2,0.1,-0.05,,u
m,,1,2,6,5,8,1,2,-0.03,-0.43,43,u
,,,,5,,,,,0,-0.33,0,u
m,1983,1,2,13,1,1,10,2,0.13,-0.43,12,u
f,,1,3,5,2,8,10,3,-0.25,0.55,,u
f,1986,5,3,8,1,9,11,3,-0.1,0.13,,u
f,1977,1,3,7,1,1,2,1,0.15,-0.23,12,u
m,1991,1,2,14,2,1,5,2,0.55,-0.03,12,u
m,1988,1,2,6,3,1,11,2,0.13,-0.4,0,u
f,1995,3,2,9,1,1,10,2,-0.08,-0.35,32,u
f,1981,1,1,12,4,8,1,2,-0.3,-0.33,32,u
m,1997,3,2,6,1,8,11,2,-0.28,-0.78,32,u
m,1997,3,2,6,2,8,11,2,-0.18,-0.8,32,u
f,1968,1,1,16,4,8,11,3,-0.2,-0.48,32,u
m,1974,1,1,6,5,8,2,1,-0.13,-0.55,32,u
m,,1,2,9,1,2,10,4,-0.13,-0.45,,u
m,1985,3,1,6,6,8,11,3,0.08,-0.6,74,u
f,1995,3,2,9,1,8,10,2,-0.03,-0.53,74,u
m,1984,1,1,3,5,1,3,1,-0.33,-0.1,65,u
m,1991,1,2,6,6,8,1,3,0.05,-0.75,,u
m,1997,5,2,9,1,1,10,2,-0.2,0.03,51,u
m,1994,3,2,9,1,8,5,2,-0.43,-0.75,51,u
m,,1,2,13,1,8,10,1,0.33,-0.8,51,u
m,1975,1,1,16,2,8,1,1,0,-0.65,51,u
f,1972,6,1,13,1,1,4,1,-0.3,-0.15,,u
f,1976,1,1,3,2,1,7,3,-0.65,0.1,,u
m,1983,1,2,10,1,8,6,3,-0.18,-0.15,51,u
f,,1,2,1,1,1,10,3,-0.13,-0.3,,u
m,1984,2,2,10,6,1,2,2,0.03,-0.33,12,u
m,1984,1,1,4,3,8,11,2,-0.38,-0.35,32,u
m,1965,1,1,10,2,8,1,1,-0.3,-0.35,,u
f,1985,1,2,2,,8,11,4,-0.28,0.03,32,u
m,1981,1,1,11,6,8,10,2,0.5,-0.4,32,u
m,1987,1,4,6,7,8,5,2,0.28,-0.25,,u
f,1967,6,1,7,,8,11,1,-0.05,-0.53,,u
m,,1,4,16,7,8,5,2,0.35,-0.38,,u
f,1968,1,1,5,,8,2,1,-0.03,-0.5,,u
m,,5,1,5,1,7,7,2,0,0,,u
m,1982,1,1,14,7,8,2,2,-0.15,-0.63,,u
m,1987,1,2,6,6,9,10,3,-0.03,-0.48,0,u
f,,1,1,3,7,8,7,3,-0.4,-0.13,,u
f,1977,5,3,8,3,9,11,3,-0.3,-0.25,61,u
f,1987,1,2,15,2,2,2,3,-0.4,-0.38,61,u
f,,1,3,8,5,2,1,1,0,-0.25,61,u
f,1983,1,1,7,1,1,1,1,-0.1,-0.2,61,u
m,,1,1,5,6,1,1,3,-0.1,0.2,61,u
m,,1,2,8,2,1,11,1,-0.4,-0.18,59,u
m,,5,2,13,1,8,2,3,-0.08,-0.68,59,u
m,1992,1,2,1,1,1,11,3,-0.2,-0.5,59,u
m,1994,1,2,3,2,8,3,2,-0.15,-0.03,59,u
m,1984,5,2,16,1,8,3,2,-0.33,-0.4,14,u
m,,1,1,7,6,1,5,3,-0.08,-0.35,12,u
m,1964,5,1,14,5,1,11,1,-0.33,0.3,,u
f,1988,1,2,9,3,8,10,2,0.05,-0.2,12,u
m,1981,3,1,6,3,1,1,1,-0.13,-0.1,0,u
m,1992,1,1,4,6,1,10,2,-0.03,0.2,,u
f,1967,1,1,3,3,1,5,1,-0.25,-0.15,,u
m,1992,3,2,16,2,9,11,3,-0.03,-0.38,,u
m,1990,1,2,6,6,8,11,1,-0.23,-0.5,,u
